studyName,DatetimeGMT,JulianDay,Event,GridLine,GridStation,RoundedGridLine,RoundedGridStation,GridRegion,NorthSouthRegion,InshoreOffshoreRegion,Latitude,Longitude,BottleNumber,Depth,Temperature,Salinity,Density,BeamTransmission,Oxygen,OxygenSaturation,PAR,Fluorescence,Chlorophyll,Phaeopigment,FilterCode,Chlorophyllc3,Chlorophyllide,Chlorophyllc2,Peridinin,Phaeophorbide,x19butanoyloxyfucoxanthin,Fucoxanthin,Neoxanthin,Prasinoxanthin,x19hexanoyloxyfucoxanthin,Violaxanthin,Diadinoxanthin,Antheraxanthin,Alloxanthin,Diatoxanthin,Zeaxanthin,Lutein,Crocoxanthin,Chlorophyllb,Echinenone,DivinylChlorophylla,Chlorophylla,Lycopene,Phaeophytin,AlphaCarotene,BetaCarotene,Prasinophytes,Cryptophytes,MixedFlagellates,Diatoms,Haptophytes,PercentIrradiance,PrimaryProduction,PrimProdSTD,FIREGain,FIREFvOverFm,FIRESigma,FIRERho,BacterialAbundance,ThymidineIncorporation,LeucineIncorporation,HNA,LNA,DOC,POC,N,PO4,SiO4,NO2,NO3,NH4,NO3plusNO2,O2mlperl,O2umolperl,DIC1,DIC2,Alkalinity1,Alkalinity2,DICTemperature,DICSalinity,Notes1,Notes2
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,11,100,0.7076,34.3493,27.5408,98.0757,4.9616,NaN,1.00E-12,-0.0816,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.91,4.33,2.14,51.41,NaN,NaN,NaN,32.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,9,200,1.9161,34.599,27.657,98.5782,3.8602,NaN,1.00E-12,-0.2057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.28,58.73,NaN,NaN,NaN,33.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,7,400,1.9653,34.6916,27.7273,98.7217,3.8887,NaN,1.00E-12,-0.2041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,62.86,NaN,NaN,NaN,32.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,5,1500,1.1124,34.7228,27.8151,98.8048,4.3227,NaN,1.00E-12,-0.2041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,81.01,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,3,2500,0.607,34.7076,27.8355,98.6747,4.4715,NaN,1.00E-12,-0.2057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,91.58,NaN,NaN,NaN,31,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 4:19,15,200,200,180,200,180,SSl,S,Sl,-66.57926,-72.73886,1,3488,0.3871,34.7041,27.8458,98.5263,4.5264,NaN,1.00E-12,-0.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.34,98.38,NaN,NaN,NaN,32.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,24,0,1.1618,33.7713,27.047,91.0463,7.7618,NaN,1.00E-12,-0.0126,0.551613534,0.166932184,5,0.021600358,0.044238746,0.102289659,0.037883534,NaN,0.063260967,0.312707821,0,0,0.075638944,0,0.22688293,0,0.009641741,0.034001561,0,0,NaN,0,NaN,-0.063305801,0.584119206,NaN,0,0,0.009717532,0,0.040479437,0.67340076,0.25900808,0.02711175,100,19.40156943,1.413621636,2000,0.204,291,0.04,NaN,NaN,NaN,NaN,NaN,NaN,139.32,26.7,1.65,36.76,NaN,NaN,NaN,24.71,NaN,NaN,2157.4508,NaN,2280.911411,2280.921247,1.162,33.771,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,22,10,1.1639,33.7705,27.0461,91.042,7.7574,NaN,1.00E-12,0.0676,0.586537341,0.203227262,5,0.02659199,0.052084237,0.106091908,0.044901244,NaN,0.069036122,0.331221574,0,0,0.081605021,0,0.238786108,0,0.011481097,0.027012357,0,0.009791238,NaN,0,NaN,-0.048449519,0.530800294,NaN,0,0,0.0138762,0,0.043562118,0.754614532,0.172745124,0.029078219,50,18.23231264,0.647528391,2000,0.193,310,0.04,NaN,NaN,NaN,NaN,NaN,NaN,146.35,26.63,1.6,37.02,NaN,NaN,NaN,24.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,20,20,1.0821,33.7745,27.0547,91.1543,7.76,NaN,1.00E-12,0.481,0.719577529,0.22885694,5,0.040487065,0.0590387,0.157979693,0.04848411,NaN,0.107600797,0.45853048,0,0,0.103244912,0,0.227455342,0.009466166,0.011483069,0.020251721,0,0.015673025,NaN,0,NaN,-0.041936693,0.727168092,NaN,0,0,0.017191814,0,0.034571968,0.867535412,0.089154363,0.008738182,25,13.02733421,1.303199714,2000,0.285,291,0.02,NaN,NaN,NaN,NaN,NaN,NaN,146.6,27.6,1.67,37.45,NaN,NaN,NaN,25.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,18,30,0.8117,33.7943,27.0877,90.8682,7.7398,NaN,1.00E-12,0.9938,0.811282581,0.332625858,5,0.071312205,0.058681682,0.220154009,0.075731298,NaN,0.184308124,0.656629052,0,0.024976011,0.15291263,0,0.16529328,0,0.00921405,0.016061246,0,0,NaN,0,NaN,-0.111082691,1.020908832,NaN,0,0,0.020639547,0,0,1,0,0,1,10.13965773,5.991223917,2000,0.294,302,0.02,NaN,NaN,NaN,NaN,NaN,NaN,136.76,24.61,1.7,38.39,NaN,NaN,NaN,25.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,16,50,0.0308,33.8459,27.173,93.5429,7.4976,NaN,1.00E-12,0.9186,0.664728309,0.250398443,5,0.083514464,0.037497493,0.162725402,0.107755091,NaN,0.092647726,0.52372804,0,0,0.165845174,0,0.07541194,0,0,0,0,0,NaN,0.033313048,NaN,-0.103921103,0.958250854,NaN,0,0,0.022738002,0.026807493,0.004771479,0.568611622,0.331403822,0.068405494,0.1,9.887515696,3.235073354,1600,0.333,391,0,NaN,NaN,NaN,NaN,NaN,NaN,89.75,16.52,1.77,40.43,NaN,NaN,NaN,26.24,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,14,70,-1.0227,34.016,27.3567,95.1603,6.6134,NaN,1.00E-12,0.5805,0.638557903,0.431549993,5,0.129196628,0.039136415,0.135404173,0.044650155,NaN,0.042461872,0.658220549,0,0,0.013011945,0.078427652,0.044460659,0,0.028338258,0,0,0,NaN,0.076740732,NaN,-0.080535405,0.95779668,NaN,0,0,0.014892581,0.059596814,0.059005782,0.225201592,0.656195879,0,NaN,NaN,NaN,2000,0.478,357,0.08,NaN,NaN,NaN,NaN,NaN,NaN,54.05,9.8,1.99,47.83,NaN,NaN,NaN,29.19,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,11,100,-0.4821,34.2479,27.5224,97.9273,5.4256,NaN,1.00E-12,-0.0143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25.15,4.06,2.17,58.26,NaN,NaN,NaN,31.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,9,200,1.5773,34.63,27.7075,98.6316,3.9429,NaN,1.00E-12,-0.2031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,65.69,NaN,NaN,NaN,32.73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,7,750,1.4043,34.7292,27.7998,98.8026,4.2171,NaN,1.00E-12,-0.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.17,75.66,NaN,NaN,NaN,30.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,5,1500,0.9074,34.7166,27.8237,98.8248,4.403,NaN,1.00E-12,-0.2038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.24,87.52,NaN,NaN,NaN,31.17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,3,2500,0.4696,34.7046,27.8414,98.7519,4.5254,NaN,1.00E-12,-0.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.32,96.78,NaN,NaN,NaN,31.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 13:38,15,204,100,180,100,180,FSSl,FS,Sl,-67.15631,-74.4745,1,2984,0.4369,34.7044,27.8431,98.5868,4.518,NaN,1.00E-12,-0.2038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.29,94.48,NaN,NaN,NaN,31.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 19:05,15,210,100,160,100,160,FSSl,FS,Sl,-67.29426,-74.18709,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.453271429,0.12532484,5,0.018221718,0.073467335,0.076553241,0.013325229,NaN,0.03695245,0.231110918,0,0,0.089178361,0,0.203294331,0,0.017705316,0.030599806,0,0,NaN,0,NaN,-0.042857095,0.342303523,NaN,0,0,0.011731979,0,0.10115964,0.534317255,0.250627756,0.113895372,NaN,NaN,NaN,2000,0.242,252,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,underway sample,NaN
LMG18-01,1/15/2018 20:02,15,211,100,140,100,140,FSSl,FS,Sl,-67.41535,-73.92538,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.582085445,0.194290682,5,0.014923111,0.077411122,0.085306813,0.024767654,NaN,0.044680963,0.233488779,0,0,0.068261702,0,0.177510832,0,0.041144976,0.047961552,0,0,NaN,0,NaN,-0.001368243,0.449616402,NaN,0,0,0.016259047,0,0.195086166,0.578704178,0.176856101,0.049353499,NaN,NaN,NaN,2000,0.294,250,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,underway sample,NaN
LMG18-01,1/15/2018 20:59,15,213,100,120,100,120,FSSh,FS,Sh,-67.56504,-73.59526,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.466192757,0.148253492,5,0.009197766,0.076506318,0.062423058,0.015641021,NaN,0.016068723,0.182821121,0,0,0.027601804,0,0.165273342,0,0.035729525,0.031169436,0,0,NaN,0.023070172,NaN,-0.023757569,0.381741512,NaN,0,0,0.013111533,0.048384186,0.217966974,0.255723804,0.450868219,0.027056787,NaN,NaN,NaN,1600,0.329,295,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,underway sample,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,24,0,0.2207,33.3664,26.7763,90.5725,7.9471,NaN,60.164,0.3783,0.415855226,0.148233964,5,0.019758786,0.113216785,0.099754464,0.047855059,NaN,0.041803028,0.303272964,0,0,0.060206956,0,0.259693054,0,0.068033546,0.028896149,0,0,NaN,0.039108734,NaN,-0.059812373,0.611682814,NaN,0,0,0.020713755,0.050107203,0.237207741,0.403532267,0.279580891,0.029571865,100,18.63044368,1.569177569,2000,0.36,282,0.03,NaN,NaN,NaN,NaN,NaN,NaN,137.4,27.12,1.54,38.25,NaN,NaN,NaN,21.83,NaN,NaN,2127.50075,NaN,2260.284989,641.30243,0.2207,33.3664,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,22,10,0.2163,33.3634,26.7742,90.6405,7.9348,NaN,20.537,0.3945,0.638557903,0.247048631,5,0.020443037,0.12324944,0.114474672,0.035080405,NaN,0.052133313,0.317331289,0,0,0.074865042,0.01041653,0.241470107,0,0.049067203,0.020657673,0,0.012507903,NaN,0.017600577,NaN,-0.061224169,0.655539515,NaN,0,0,0.018627215,0.020794578,0.171840176,0.485998362,0.286574155,0.034792729,50,15.78725772,2.844419623,2000,0.366,279,0.02,NaN,NaN,NaN,NaN,NaN,NaN,147.12,26.83,1.6,40.07,NaN,NaN,NaN,22.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,20,25,-0.1805,33.4167,26.8367,90.5115,7.8459,NaN,6.7982,0.6835,0.551542974,0.221158149,5,0.038528539,0.087552178,0.109978491,0.019433792,NaN,0.051316404,0.378961667,0,0,0.113629591,0,0.12424883,0,0.012407307,0.010854605,0,0,NaN,0.03849024,NaN,-0.084074444,0.620762096,NaN,0,0,0.008090293,0.045931678,0.043417729,0.445322573,0.384582371,0.080745704,25,15.39211204,3.615930505,2000,0.423,303,0.03,NaN,NaN,NaN,NaN,NaN,NaN,92.94,19.02,1.8,46.12,NaN,NaN,NaN,24.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,18,35,-1.383,33.7421,27.1466,95.6045,7.1425,NaN,3.3267,0.1347,0.371276121,0.236515475,5,0.037415962,0.032045884,0.061999788,0,NaN,0.025060334,0.272206257,0,0,0.084277888,0,0.050704247,0,0,0,0,0,NaN,0.02063045,NaN,-0.029044224,0.484403196,NaN,0,0,0.009412876,0.033684187,0,0.268863887,0.596635938,0.100816078,1,14.12964565,7.164164371,2400,0.503,299,0.1,NaN,NaN,NaN,NaN,NaN,NaN,66.92,11.63,1.97,54.96,NaN,NaN,NaN,26.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,16,50,-1.6921,33.8724,27.2614,97.4934,6.7347,NaN,1.2957,-0.0392,0.151654249,0.133704093,5,0.019617576,0.014016789,0.027298074,0,NaN,0.017682508,0.114925721,0,0,0.04333096,0,0.023351867,0,0,0,0,0,NaN,0.020907875,NaN,0.011148063,0.229228799,NaN,0,0,0,0.075803936,0,0.438040048,0.387765408,0.098390669,0.1,8.05771063,1.858838757,2400,0.449,278,0.02,NaN,NaN,NaN,NaN,NaN,NaN,26.31,4.68,2.04,56.7,NaN,NaN,NaN,28.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,14,60,-1.6662,33.9093,27.2906,97.8318,6.6902,NaN,0.74049,-0.1102,0.118290234,0.125251562,5,0.011168545,0.010922672,0.01658926,0,NaN,0.013193217,0.078892911,0,0,0.023866854,0,0.013922315,0,0,0,0,0,NaN,0.017417392,NaN,0.004963786,0.132280275,NaN,0,0,0,0.102438934,0,0.555466533,0.271314263,0.070780292,NaN,NaN,NaN,2400,0.432,299,0.11,NaN,NaN,NaN,NaN,NaN,NaN,23.5,3.93,2.04,57.15,NaN,NaN,NaN,28.77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,11,100,-0.9519,34.2159,27.516,98.3391,5.5456,NaN,0.048311,-0.1711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16.41,2.39,2.21,62.82,NaN,NaN,NaN,31.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,9,150,0.3873,34.4508,27.6416,98.3569,4.4386,NaN,1.00E-12,-0.1756,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.33,69.35,NaN,NaN,NaN,32.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,7,200,1.1177,34.5827,27.7021,98.4351,4.0707,NaN,1.00E-12,-0.1912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,67.08,NaN,NaN,NaN,32.41,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,5,300,1.5132,34.6887,27.7594,98.4292,3.9652,NaN,1.00E-12,-0.1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,68.72,NaN,NaN,NaN,31.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,3,400,1.4705,34.7155,27.784,98.2959,4.0367,NaN,1.00E-12,-0.1996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.23,75.18,NaN,NaN,NaN,31.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/15/2018 22:14,15,217,100,100,100,100,FSSh,FS,Sh,-67.70761,-73.27071,1,446,1.454,34.7217,27.7902,98.0072,4.0484,NaN,1.00E-12,-0.1915,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,71.65,NaN,NaN,NaN,30.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
LMG18-01,1/16/2018 4:40,16,222,100,80,100,80,FSSh,FS,Sh,-67.82834,-73.00554,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.504042017,0.172708976,5,0.011419109,0.071367114,0.083724537,0.018514692,NaN,0.029558422,0.192070452,0,0,0.032887099,0,0.150415031,0,0.110491739,0.011394075,0,0,NaN,0.016588028,NaN,0.180945513,0.521128115,NaN,0,0.007444883,0.014982013,0.025888478,0.472714722,0.351685882,0.138356522,0.01135431,NaN,NaN,NaN,2000,0.437,232,0.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,underway sample,NaN
LMG18-01,1/16/2018 5:34,16,223,100,60,100,60,FSSh,FS,Sh,-67.97091,-72.67516,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.539110361,0.213655193,5,0.015008815,0.080951823,0.084309387,0.014663222,NaN,0.012773188,0.233805594,0,0,0.053201638,0,0.153746788,0,0.05854038,0,0,0,NaN,0.023301125,NaN,0.059963179,0.554397968,NaN,0,0.009745842,0.015032732,0.034725528,0.255902082,0.119650222,0.52862829,0.061093874,NaN,NaN,NaN,2000,0.408,252,0.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,underway sample,NaN
LMG18-01,1/16/2018 6:25,16,225,100,40,100,40,FSSh,FS,Sh,-68.09312,-72.38819,24,0,0.2149,33.1231,26.5805,74.1493,9.3876,NaN,4.0944,9.0175,6.488920727,2.442244048,5,0.433412842,0.457155133,1.300495132,0,NaN,0.041400407,3.979159096,0,0,1.445189531,0,1.00436187,0,0.266792038,0.052960982,0,0,NaN,0.434833738,NaN,-0.723675054,5.183861053,NaN,0,0.013290218,0.119103811,0.053467717,0.118590616,0,0.661698341,0.166243374,100,162.8712255,7.933716094,1000,0.293,309,0.02,NaN,NaN,NaN,NaN,NaN,NaN,695.53,136.17,0.43,39.16,NaN,NaN,NaN,5.71,NaN,NaN,2030.34705,NaN,2263.324362,2264.307977,0.2161,33.1231,NaN,NaN
